0.153,0.181,0.090
0.153,0.181,0.093
0.152,0.181,0.096
0.151,0.181,0.098
0.150,0.181,0.099
0.149,0.181,0.099
0.148,0.181,0.098
0.147,0.181,0.096
0.146,0.181,0.093
0.145,0.181,0.088
0.144,0.181,0.082
0.143,0.181,0.074
0.142,0.180,0.065
0.141,0.180,0.057
0.140,0.179,0.049
0.140,0.179,0.042
0.139,0.178,0.036
0.139,0.178,0.032
0.138,0.178,0.032
0.138,0.178,0.032
0.137,0.179,0.033
0.136,0.180,0.033
0.136,0.180,0.034
0.134,0.181,0.030
0.131,0.181,0.023
0.130,0.181,0.019
0.129,0.181,0.017
0.128,0.181,0.015
0.128,0.181,0.015
0.127,0.181,0.015
0.127,0.181,0.015
0.127,0.181,0.016
0.127,0.181,0.017
0.127,0.181,0.017
0.127,0.181,0.018
0.127,0.181,0.019
0.126,0.181,0.019
0.126,0.181,0.020
0.126,0.181,0.021
0.126,0.181,0.021
0.126,0.181,0.022
0.126,0.181,0.022
0.126,0.181,0.022
0.126,0.181,0.023
0.126,0.181,0.023
0.126,0.181,0.023
0.126,0.181,0.023
0.126,0.181,0.023
0.126,0.181,0.024
0.126,0.181,0.024
0.125,0.181,0.024
0.125,0.181,0.024
0.125,0.181,0.024
0.125,0.181,0.024
0.125,0.181,0.024
0.125,0.181,0.024
0.125,0.181,0.024
0.125,0.181,0.024
0.125,0.181,0.024
0.125,0.181,0.024
0.125,0.181,0.024
0.125,0.181,0.024
0.124,0.181,0.024
0.124,0.181,0.024
0.124,0.181,0.024
0.124,0.181,0.024
0.124,0.181,0.024
0.124,0.181,0.024
0.124,0.181,0.024
0.124,0.181,0.024
0.124,0.181,0.025
0.124,0.181,0.025
0.125,0.181,0.030
0.125,0.182,0.036
0.125,0.182,0.044
0.125,0.183,0.053
0.126,0.183,0.062
0.125,0.184,0.070
0.125,0.184,0.076
0.125,0.184,0.081
0.125,0.185,0.086
0.124,0.185,0.091
0.124,0.185,0.094
0.123,0.185,0.097
0.122,0.185,0.098
0.121,0.185,0.099
0.121,0.184,0.100
0.120,0.185,0.099
0.118,0.184,0.097
0.117,0.184,0.093
0.116,0.184,0.088
0.115,0.184,0.082
0.115,0.184,0.074
0.114,0.183,0.066
0.113,0.183,0.057
0.112,0.182,0.049
0.112,0.182,0.042
0.111,0.182,0.036
0.111,0.182,0.032
0.110,0.182,0.032
