-0.316,0.201,0.021
-0.316,0.201,0.022
-0.316,0.201,0.022
-0.316,0.201,0.023
-0.316,0.201,0.023
-0.316,0.201,0.023
-0.316,0.201,0.023
-0.316,0.201,0.023
-0.316,0.201,0.024
-0.316,0.201,0.024
-0.316,0.201,0.024
-0.316,0.201,0.024
-0.316,0.201,0.024
-0.316,0.201,0.024
-0.316,0.202,0.024
-0.316,0.202,0.024
-0.316,0.202,0.024
-0.316,0.202,0.024
-0.316,0.201,0.024
-0.316,0.201,0.024
-0.316,0.201,0.024
-0.316,0.202,0.024
-0.316,0.202,0.024
-0.316,0.202,0.024
-0.316,0.202,0.024
-0.316,0.202,0.024
-0.316,0.202,0.024
-0.316,0.202,0.024
-0.316,0.202,0.024
-0.316,0.202,0.024
-0.316,0.202,0.024
-0.317,0.202,0.028
-0.317,0.203,0.034
-0.317,0.203,0.041
-0.317,0.204,0.048
-0.317,0.205,0.055
-0.317,0.206,0.062
-0.317,0.207,0.068
-0.317,0.208,0.074
-0.317,0.209,0.079
-0.317,0.210,0.084
-0.316,0.211,0.088
-0.315,0.212,0.092
-0.315,0.212,0.094
-0.314,0.213,0.096
-0.313,0.213,0.097
-0.313,0.213,0.097
-0.313,0.214,0.096
-0.312,0.214,0.094
-0.312,0.214,0.090
-0.313,0.213,0.084
-0.313,0.212,0.077
-0.314,0.211,0.070
-0.314,0.211,0.062
-0.314,0.209,0.055
-0.313,0.208,0.049
-0.313,0.208,0.044
-0.314,0.208,0.041
-0.314,0.208,0.040
-0.314,0.208,0.040
-0.314,0.208,0.041
-0.315,0.209,0.041
-0.316,0.209,0.041
-0.318,0.208,0.039
-0.321,0.206,0.035
-0.324,0.204,0.030
-0.328,0.201,0.025
-0.331,0.199,0.022
-0.332,0.198,0.020
-0.333,0.197,0.019
-0.334,0.197,0.018
-0.334,0.197,0.018
-0.335,0.197,0.018
-0.335,0.197,0.019
-0.335,0.197,0.019
-0.335,0.197,0.020
-0.335,0.197,0.020
-0.335,0.197,0.021
-0.335,0.197,0.021
-0.335,0.197,0.021
-0.335,0.197,0.022
-0.335,0.197,0.022
-0.335,0.197,0.022
-0.335,0.197,0.023
-0.335,0.197,0.023
-0.335,0.197,0.023
-0.335,0.197,0.023
-0.335,0.197,0.023
-0.335,0.197,0.024
-0.335,0.197,0.024
-0.335,0.197,0.024
-0.335,0.197,0.024
-0.335,0.197,0.024
-0.335,0.197,0.024
-0.335,0.197,0.024
-0.335,0.197,0.024
-0.335,0.197,0.024
-0.335,0.197,0.024
-0.335,0.197,0.024
-0.335,0.197,0.024
