0.127,-0.114,0.021
0.127,-0.114,0.022
0.127,-0.114,0.022
0.127,-0.114,0.023
0.127,-0.114,0.023
0.127,-0.114,0.023
0.127,-0.114,0.023
0.127,-0.114,0.023
0.127,-0.114,0.024
0.127,-0.114,0.024
0.127,-0.114,0.024
0.127,-0.114,0.024
0.127,-0.114,0.024
0.127,-0.114,0.024
0.126,-0.114,0.024
0.126,-0.114,0.024
0.126,-0.114,0.024
0.126,-0.114,0.024
0.126,-0.114,0.024
0.126,-0.114,0.024
0.126,-0.114,0.024
0.126,-0.114,0.024
0.126,-0.114,0.024
0.126,-0.114,0.024
0.126,-0.114,0.024
0.126,-0.114,0.024
0.126,-0.114,0.024
0.126,-0.113,0.024
0.126,-0.113,0.024
0.126,-0.113,0.024
0.126,-0.113,0.024
0.126,-0.113,0.029
0.126,-0.114,0.035
0.126,-0.115,0.043
0.126,-0.115,0.051
0.126,-0.116,0.060
0.125,-0.116,0.068
0.125,-0.117,0.074
0.125,-0.117,0.080
0.125,-0.117,0.085
0.124,-0.117,0.089
0.124,-0.117,0.093
0.124,-0.118,0.096
0.123,-0.117,0.097
0.122,-0.117,0.098
0.121,-0.117,0.098
0.120,-0.117,0.097
0.119,-0.117,0.095
0.118,-0.117,0.091
0.117,-0.116,0.087
0.116,-0.116,0.081
0.116,-0.116,0.073
0.115,-0.115,0.065
0.115,-0.114,0.056
0.115,-0.114,0.049
0.114,-0.113,0.041
0.113,-0.113,0.035
0.112,-0.113,0.032
0.111,-0.113,0.031
0.111,-0.114,0.031
0.110,-0.115,0.032
0.110,-0.115,0.032
0.109,-0.115,0.032
0.107,-0.115,0.028
0.104,-0.113,0.021
0.102,-0.112,0.017
0.100,-0.112,0.015
0.100,-0.111,0.014
0.099,-0.111,0.013
0.099,-0.111,0.014
0.099,-0.111,0.014
0.098,-0.111,0.015
0.098,-0.111,0.016
0.098,-0.111,0.017
0.098,-0.111,0.018
0.098,-0.111,0.019
0.098,-0.111,0.019
0.098,-0.111,0.020
0.098,-0.111,0.021
0.098,-0.111,0.021
0.098,-0.111,0.022
0.098,-0.111,0.022
0.097,-0.111,0.022
0.097,-0.111,0.023
0.097,-0.111,0.023
0.097,-0.111,0.023
0.097,-0.111,0.023
0.097,-0.111,0.024
0.097,-0.111,0.024
0.097,-0.111,0.024
0.097,-0.111,0.024
0.097,-0.111,0.024
0.097,-0.111,0.024
0.097,-0.111,0.024
0.097,-0.111,0.024
0.097,-0.111,0.024
0.097,-0.111,0.024
0.097,-0.111,0.024
0.097,-0.111,0.024
0.097,-0.111,0.024
