0.129,-0.119,0.004
0.129,-0.119,0.004
0.128,-0.119,0.004
0.128,-0.119,0.004
0.127,-0.119,0.004
0.127,-0.118,0.004
0.126,-0.118,0.004
0.126,-0.118,0.004
0.125,-0.118,0.004
0.125,-0.118,0.004
0.125,-0.117,0.004
0.124,-0.117,0.004
0.124,-0.117,0.004
0.123,-0.117,0.004
0.123,-0.117,0.004
0.123,-0.117,0.004
0.123,-0.117,0.004
0.122,-0.117,0.004
0.122,-0.117,0.004
0.122,-0.117,0.004
0.122,-0.116,0.004
0.122,-0.116,0.004
0.121,-0.116,0.004
0.121,-0.116,0.004
0.121,-0.116,0.004
0.121,-0.116,0.004
0.121,-0.116,0.004
0.121,-0.115,0.004
0.121,-0.115,0.004
0.126,-0.113,0.027
0.126,-0.113,0.034
0.126,-0.113,0.044
0.126,-0.113,0.056
0.126,-0.113,0.070
0.126,-0.113,0.083
0.126,-0.113,0.094
0.126,-0.114,0.104
0.125,-0.114,0.111
0.125,-0.114,0.116
0.124,-0.114,0.119
0.124,-0.115,0.121
0.123,-0.115,0.121
0.122,-0.116,0.119
0.121,-0.116,0.117
0.120,-0.117,0.113
0.118,-0.117,0.108
0.117,-0.117,0.102
0.116,-0.118,0.095
0.115,-0.118,0.085
0.114,-0.118,0.074
0.114,-0.119,0.062
0.113,-0.119,0.048
0.113,-0.119,0.035
0.113,-0.119,0.023
0.113,-0.119,0.013
0.112,-0.119,0.007
0.112,-0.119,0.004
0.112,-0.119,0.004
0.112,-0.119,0.004
0.111,-0.119,0.004
0.111,-0.119,0.004
0.111,-0.119,0.004
0.110,-0.119,0.004
0.110,-0.119,0.004
0.110,-0.119,0.004
0.109,-0.119,0.004
0.109,-0.119,0.004
0.109,-0.119,0.004
0.109,-0.119,0.004
0.108,-0.119,0.004
0.108,-0.119,0.004
0.108,-0.119,0.004
0.108,-0.119,0.004
0.107,-0.118,0.004
0.107,-0.118,0.004
0.107,-0.118,0.004
0.106,-0.118,0.004
0.106,-0.117,0.004
0.106,-0.117,0.004
0.105,-0.117,0.004
0.105,-0.117,0.004
0.104,-0.116,0.004
0.104,-0.116,0.004
0.104,-0.116,0.004
0.103,-0.116,0.004
0.103,-0.116,0.004
0.102,-0.115,0.004
0.102,-0.115,0.004
0.102,-0.115,0.004
0.102,-0.115,0.004
0.101,-0.115,0.004
0.101,-0.115,0.004
0.101,-0.115,0.004
0.100,-0.114,0.004
0.100,-0.114,0.004
0.100,-0.114,0.004
0.100,-0.114,0.004
0.100,-0.114,0.004
0.099,-0.114,0.004
0.099,-0.114,0.004
