0.151,0.178,0.121
0.150,0.179,0.121
0.149,0.179,0.119
0.147,0.180,0.117
0.146,0.180,0.113
0.145,0.180,0.109
0.144,0.181,0.102
0.142,0.181,0.095
0.141,0.182,0.085
0.140,0.182,0.074
0.140,0.182,0.062
0.139,0.182,0.048
0.139,0.182,0.035
0.138,0.183,0.023
0.139,0.183,0.013
0.138,0.183,0.007
0.138,0.183,0.004
0.138,0.183,0.004
0.138,0.183,0.004
0.138,0.183,0.004
0.138,0.183,0.004
0.138,0.183,0.004
0.137,0.183,0.004
0.137,0.183,0.004
0.137,0.183,0.004
0.137,0.184,0.004
0.137,0.184,0.004
0.137,0.184,0.004
0.137,0.184,0.004
0.136,0.184,0.004
0.136,0.184,0.004
0.136,0.184,0.004
0.136,0.184,0.004
0.135,0.184,0.004
0.135,0.184,0.004
0.135,0.183,0.004
0.134,0.183,0.004
0.134,0.183,0.004
0.133,0.183,0.004
0.133,0.182,0.004
0.133,0.182,0.004
0.132,0.182,0.004
0.131,0.182,0.004
0.131,0.182,0.004
0.130,0.181,0.004
0.130,0.181,0.004
0.129,0.181,0.004
0.129,0.181,0.004
0.128,0.181,0.004
0.128,0.181,0.004
0.127,0.181,0.004
0.127,0.181,0.004
0.126,0.181,0.004
0.126,0.181,0.004
0.125,0.181,0.004
0.125,0.181,0.004
0.124,0.181,0.004
0.124,0.181,0.004
0.123,0.181,0.004
0.123,0.181,0.004
0.123,0.181,0.004
0.122,0.181,0.004
0.122,0.181,0.004
0.121,0.181,0.004
0.121,0.181,0.004
0.121,0.181,0.004
0.120,0.181,0.004
0.120,0.181,0.004
0.120,0.181,0.004
0.119,0.181,0.004
0.124,0.181,0.027
0.124,0.181,0.034
0.125,0.181,0.044
0.125,0.181,0.057
0.125,0.181,0.070
0.125,0.181,0.083
0.124,0.181,0.095
0.124,0.181,0.104
0.124,0.181,0.111
0.123,0.181,0.116
0.122,0.182,0.119
0.121,0.182,0.121
0.121,0.182,0.121
0.119,0.183,0.120
0.119,0.183,0.117
0.117,0.183,0.114
0.116,0.184,0.109
0.115,0.184,0.103
0.114,0.184,0.095
0.113,0.185,0.086
0.113,0.185,0.075
0.112,0.185,0.062
0.112,0.185,0.049
0.111,0.186,0.035
0.111,0.186,0.023
0.111,0.186,0.014
0.111,0.186,0.007
0.111,0.186,0.005
0.111,0.186,0.005
0.111,0.186,0.005
